sample	transcript	read_length
Control_2_demo	ENST00000494857	1657
Control_2_demo	ENST00000494857	2118
Control_2_demo	ENST00000494857	1341
Control_2_demo	ENST00000494857	1087
Control_2_demo	ENST00000621744	9716
Control_2_demo	ENST00000621744	7621
Control_2_demo	ENST00000621744	6836
Control_2_demo	ENST00000621744	1075
Control_2_demo	ENST00000621744	4686
Control_2_demo	ENST00000621744	4018
Control_2_demo	ENST00000621744	3993
Control_2_demo	ENST00000621744	3492
Control_2_demo	ENST00000621744	2721
Control_2_demo	ENST00000621744	2535
Control_2_demo	ENST00000621744	2340
Control_2_demo	ENST00000621744	1921
Control_2_demo	ENST00000621744	1918
Control_2_demo	ENST00000621744	2399
Control_2_demo	ENST00000621744	1702
Control_2_demo	ENST00000621744	1717
Control_2_demo	ENST00000621744	1348
Control_2_demo	ENST00000621744	342
Control_2_demo	ENST00000413371	3311
Control_2_demo	ENST00000413371	3320
Control_2_demo	ENST00000413371	3445
Control_2_demo	ENST00000413371	3332
Control_2_demo	ENST00000413371	1794
Control_2_demo	ENST00000413371	456
Control_2_demo	ENST00000308497	9346
Control_2_demo	ENST00000308497	9220
Control_2_demo	ENST00000308497	6085
Control_2_demo	ENST00000308497	1137
Control_2_demo	ENST00000308497	4900
Control_2_demo	ENST00000308497	4516
Control_2_demo	ENST00000308497	2045
Control_2_demo	ENST00000308497	1433
Control_2_demo	ENST00000308497	2180
Control_2_demo	ENST00000308497	2107
Control_2_demo	ENST00000308497	1878
Control_2_demo	ENST00000308497	1590
Control_2_demo	ENST00000308497	1364
Control_2_demo	ENST00000308497	484
Control_2_demo	ENST00000308497	223
Control_2_demo	ENST00000314250	4836
Control_2_demo	ENST00000314250	3470
Control_2_demo	ENST00000597937	3572
Control_2_demo	ENST00000597937	3548
Control_2_demo	ENST00000597937	3493
Control_2_demo	ENST00000597937	2392
Control_2_demo	ENST00000597937	2115
Control_2_demo	ENST00000405442	1330
Control_3_demo	ENST00000338700	6566
Control_3_demo	ENST00000338700	4593
Control_3_demo	ENST00000338700	3842
Control_3_demo	ENST00000521452	2491
Control_3_demo	ENST00000521452	1538
Control_3_demo	ENST00000338458	3804
Control_3_demo	ENST00000338458	3858
Control_3_demo	ENST00000338458	3700
Control_3_demo	ENST00000311085	4519
Control_3_demo	ENST00000311085	2669
Control_3_demo	ENST00000311085	641
Control_3_demo	ENST00000537372	3161
Control_3_demo	ENST00000561157	499
Control_3_demo	ENST00000561157	1956
Control_3_demo	ENST00000561157	428
Control_3_demo	ENST00000561157	129
Control_3_demo	ENST00000561157	169
Control_3_demo	ENST00000561157	482
Control_3_demo	ENST00000561157	2939
Control_3_demo	ENST00000401395	3221
Control_3_demo	ENST00000401395	2445
Control_3_demo	ENST00000401395	2483
Control_3_demo	ENST00000401395	1256
Control_3_demo	ENST00000393389	3749
Control_3_demo	ENST00000610347	3786
Control_3_demo	ENST00000610347	3581
Control_3_demo	ENST00000610347	2135
Control_3_demo	ENST00000222345	6170
Control_3_demo	ENST00000222345	3698
Control_3_demo	ENST00000222345	3513
Control_3_demo	ENST00000222345	2221
Control_3_demo	ENST00000222345	1465
Control_3_demo	ENST00000222345	1500
Control_3_demo	ENST00000222345	1427
Control_3_demo	ENST00000222345	844
Control_3_demo	ENST00000222345	702
Control_3_demo	ENST00000222345	304
Control_3_demo	ENST00000257468	1786
Control_3_demo	ENST00000257468	1439
Control_3_demo	ENST00000370996	2379
Control_3_demo	ENST00000620854	2547
Control_3_demo	ENST00000620854	2011
Control_3_demo	ENST00000620854	1777
Control_3_demo	ENST00000349880	4483
Control_3_demo	ENST00000349880	6270
Control_3_demo	ENST00000349880	780
Control_3_demo	ENST00000306376	628
Control_3_demo	ENST00000306376	675
Control_3_demo	ENST00000306376	3969
Control_3_demo	ENST00000306376	4020
Control_3_demo	ENST00000306376	3627
Control_3_demo	ENST00000306376	3659
Control_3_demo	ENST00000306376	1588
Control_3_demo	ENST00000306376	732
Control_3_demo	ENST00000306376	431
Control_3_demo	ENST00000360375	3823
Control_3_demo	ENST00000360375	3147
Control_3_demo	ENST00000360375	1237
Control_3_demo	ENST00000300870	2768
Control_3_demo	ENST00000300870	2838
Control_3_demo	ENST00000300870	1397
Control_3_demo	ENST00000300870	763
Control_3_demo	ENST00000261833	1151
Control_3_demo	ENST00000261833	5397
Control_3_demo	ENST00000261833	1825
Control_3_demo	ENST00000261833	2829
Control_3_demo	ENST00000261833	1821
Control_3_demo	ENST00000392588	2638
Control_3_demo	ENST00000392588	1886
Control_3_demo	ENST00000392588	1691
Control_3_demo	ENST00000392588	2469
Control_3_demo	ENST00000392588	1300
Control_3_demo	ENST00000381538	3322
Control_3_demo	ENST00000381538	2372
Control_3_demo	ENST00000448232	2647
Control_3_demo	ENST00000448232	2337
Control_3_demo	ENST00000448232	1324
Control_3_demo	ENST00000174653	2607
Control_3_demo	ENST00000394970	1777
Control_3_demo	ENST00000394970	2745
Control_3_demo	ENST00000637886	3927
Control_3_demo	ENST00000637886	3910
Control_3_demo	ENST00000637886	1775
Control_3_demo	ENST00000637886	581
Control_3_demo	ENST00000302475	8282
Control_3_demo	ENST00000302475	8141
Control_3_demo	ENST00000302475	2475
Control_3_demo	ENST00000314328	6091
Control_3_demo	ENST00000314328	821
Control_3_demo	ENST00000600228	3975
Control_3_demo	ENST00000258281	3178
Control_3_demo	ENST00000258281	1680
Control_3_demo	ENST00000424629	1131
Control_3_demo	ENST00000402965	1356
Control_3_demo	ENST00000402965	963
Control_3_demo	ENST00000402965	635
Control_3_demo	ENST00000509018	5319
Control_3_demo	ENST00000509018	3655
Control_3_demo	ENST00000509018	2320
Control_3_demo	ENST00000509018	1152
Control_3_demo	ENST00000509018	905
Control_3_demo	ENST00000271332	2940
Control_3_demo	ENST00000271332	3150
Control_3_demo	ENST00000271332	1448
Control_3_demo	ENST00000271332	1247
Control_3_demo	ENST00000271332	591
Control_3_demo	ENST00000379802	9145
Control_3_demo	ENST00000379802	6253
Control_3_demo	ENST00000379802	1247
Control_3_demo	ENST00000379802	3684
Control_3_demo	ENST00000379802	3039
Control_3_demo	ENST00000379802	2827
Control_3_demo	ENST00000379802	1648
Control_3_demo	ENST00000379802	1644
Control_3_demo	ENST00000379802	1337
Control_3_demo	ENST00000379802	1262
Control_3_demo	ENST00000379802	1090
Control_3_demo	ENST00000379802	986
Control_3_demo	ENST00000379802	594
Control_3_demo	ENST00000398506	1754
Control_3_demo	ENST00000368990	3331
Control_3_demo	ENST00000368990	3914
Control_3_demo	ENST00000368990	3748
Control_3_demo	ENST00000368990	3890
Control_3_demo	ENST00000368990	362
Control_3_demo	ENST00000395153	3760
Control_3_demo	ENST00000395153	3139
Control_3_demo	ENST00000395153	979
Control_3_demo	ENST00000320985	2218
Control_3_demo	ENST00000320985	2257
Control_3_demo	ENST00000407445	402
Control_3_demo	ENST00000407445	542
Control_3_demo	ENST00000407445	1104
Control_3_demo	ENST00000614357	2066
Control_3_demo	ENST00000614357	2023
Control_3_demo	ENST00000614357	1711
Control_3_demo	ENST00000614357	1197
Control_3_demo	ENST00000614357	644
Control_3_demo	ENST00000360971	1949
Control_3_demo	ENST00000494857	3680
Control_3_demo	ENST00000494857	508
Control_3_demo	ENST00000621744	1855
Control_3_demo	ENST00000621744	6861
Control_3_demo	ENST00000413371	3914
Control_3_demo	ENST00000413371	2862
Control_3_demo	ENST00000308497	7083
Control_3_demo	ENST00000308497	1709
Control_3_demo	ENST00000308497	2395
Control_3_demo	ENST00000308497	1774
Control_3_demo	ENST00000308497	1704
Control_3_demo	ENST00000308497	443
Control_3_demo	ENST00000314250	4792
Control_3_demo	ENST00000314250	4774
Control_3_demo	ENST00000597937	3584
Control_3_demo	ENST00000597937	1955
Control_3_demo	ENST00000597937	3627
Control_3_demo	ENST00000597937	1618
Control_3_demo	ENST00000597937	1406
Control_3_demo	ENST00000597937	817
Control_3_demo	ENST00000405442	1971
Control_3_demo	ENST00000405442	1416
Control_3_demo	ENST00000405442	1127
Treatment_1_demo	ENST00000338700	2005
Treatment_1_demo	ENST00000338700	655
Treatment_1_demo	ENST00000338700	630
Treatment_1_demo	ENST00000338700	415
Treatment_1_demo	ENST00000521452	1303
Treatment_1_demo	ENST00000521452	260
Treatment_1_demo	ENST00000338458	3490
Treatment_1_demo	ENST00000338458	1354
Treatment_1_demo	ENST00000338458	858
Treatment_1_demo	ENST00000338458	297
Treatment_1_demo	ENST00000338458	678
Treatment_1_demo	ENST00000311085	626
Treatment_1_demo	ENST00000311085	561
Treatment_1_demo	ENST00000311085	310
Treatment_1_demo	ENST00000311085	714
Treatment_1_demo	ENST00000311085	1439
Treatment_1_demo	ENST00000311085	1349
Treatment_1_demo	ENST00000311085	902
Treatment_1_demo	ENST00000311085	578
Treatment_1_demo	ENST00000311085	338
Treatment_1_demo	ENST00000537372	3301
Treatment_1_demo	ENST00000537372	1149
Treatment_1_demo	ENST00000537372	1132
Treatment_1_demo	ENST00000537372	839
Treatment_1_demo	ENST00000537372	688
Treatment_1_demo	ENST00000537372	430
Treatment_1_demo	ENST00000561157	244
Treatment_1_demo	ENST00000561157	151
Treatment_1_demo	ENST00000561157	246
Treatment_1_demo	ENST00000561157	302
Treatment_1_demo	ENST00000561157	463
Treatment_1_demo	ENST00000561157	512
Treatment_1_demo	ENST00000561157	262
Treatment_1_demo	ENST00000561157	328
Treatment_1_demo	ENST00000561157	257
Treatment_1_demo	ENST00000561157	1167
Treatment_1_demo	ENST00000561157	299
Treatment_1_demo	ENST00000561157	259
Treatment_1_demo	ENST00000561157	280
Treatment_1_demo	ENST00000561157	200
Treatment_1_demo	ENST00000561157	194
Treatment_1_demo	ENST00000561157	239
Treatment_1_demo	ENST00000561157	521
Treatment_1_demo	ENST00000561157	169
Treatment_1_demo	ENST00000561157	162
Treatment_1_demo	ENST00000561157	222
Treatment_1_demo	ENST00000561157	660
Treatment_1_demo	ENST00000561157	279
Treatment_1_demo	ENST00000561157	249
Treatment_1_demo	ENST00000561157	534
Treatment_1_demo	ENST00000561157	501
Treatment_1_demo	ENST00000561157	175
Treatment_1_demo	ENST00000561157	301
Treatment_1_demo	ENST00000561157	667
Treatment_1_demo	ENST00000561157	476
Treatment_1_demo	ENST00000561157	253
Treatment_1_demo	ENST00000561157	212
Treatment_1_demo	ENST00000561157	209
Treatment_1_demo	ENST00000561157	170
Treatment_1_demo	ENST00000561157	160
Treatment_1_demo	ENST00000561157	119
Treatment_1_demo	ENST00000561157	230
Treatment_1_demo	ENST00000561157	443
Treatment_1_demo	ENST00000561157	185
Treatment_1_demo	ENST00000561157	224
Treatment_1_demo	ENST00000561157	1082
Treatment_1_demo	ENST00000401395	455
Treatment_1_demo	ENST00000393389	1671
Treatment_1_demo	ENST00000393389	913
Treatment_1_demo	ENST00000393389	276
Treatment_1_demo	ENST00000610347	374
Treatment_1_demo	ENST00000610347	1091
Treatment_1_demo	ENST00000610347	1122
Treatment_1_demo	ENST00000610347	1282
Treatment_1_demo	ENST00000610347	657
Treatment_1_demo	ENST00000610347	256
Treatment_1_demo	ENST00000610347	359
Treatment_1_demo	ENST00000610347	282
Treatment_1_demo	ENST00000222345	854
Treatment_1_demo	ENST00000222345	419
Treatment_1_demo	ENST00000222345	331
Treatment_1_demo	ENST00000222345	260
Treatment_1_demo	ENST00000257468	405
Treatment_1_demo	ENST00000257468	387
Treatment_1_demo	ENST00000257468	222
Treatment_1_demo	ENST00000370996	3374
Treatment_1_demo	ENST00000370996	702
Treatment_1_demo	ENST00000370996	2071
Treatment_1_demo	ENST00000370996	2074
Treatment_1_demo	ENST00000370996	291
Treatment_1_demo	ENST00000370996	1112
Treatment_1_demo	ENST00000370996	236
Treatment_1_demo	ENST00000370996	714
Treatment_1_demo	ENST00000370996	907
Treatment_1_demo	ENST00000370996	340
Treatment_1_demo	ENST00000620854	1320
Treatment_1_demo	ENST00000620854	827
Treatment_1_demo	ENST00000620854	556
Treatment_1_demo	ENST00000620854	319
Treatment_1_demo	ENST00000349880	249
Treatment_1_demo	ENST00000349880	1743
Treatment_1_demo	ENST00000349880	1587
Treatment_1_demo	ENST00000349880	1201
Treatment_1_demo	ENST00000349880	1171
Treatment_1_demo	ENST00000349880	254
Treatment_1_demo	ENST00000349880	721
Treatment_1_demo	ENST00000349880	573
Treatment_1_demo	ENST00000610980	2651
Treatment_1_demo	ENST00000610980	1543
Treatment_1_demo	ENST00000610980	1206
Treatment_1_demo	ENST00000610980	1176
Treatment_1_demo	ENST00000610980	1006
Treatment_1_demo	ENST00000610980	413
Treatment_1_demo	ENST00000610980	378
Treatment_1_demo	ENST00000610980	341
Treatment_1_demo	ENST00000610980	258
Treatment_1_demo	ENST00000306376	742
Treatment_1_demo	ENST00000306376	632
Treatment_1_demo	ENST00000306376	604
Treatment_1_demo	ENST00000306376	608
Treatment_1_demo	ENST00000306376	1654
Treatment_1_demo	ENST00000360375	3078
Treatment_1_demo	ENST00000360375	1056
Treatment_1_demo	ENST00000360375	2328
Treatment_1_demo	ENST00000360375	1179
Treatment_1_demo	ENST00000360375	1540
Treatment_1_demo	ENST00000360375	556
Treatment_1_demo	ENST00000360375	440
Treatment_1_demo	ENST00000360375	435
Treatment_1_demo	ENST00000360375	280
Treatment_1_demo	ENST00000360375	488
Treatment_1_demo	ENST00000300870	557
Treatment_1_demo	ENST00000300870	2814
Treatment_1_demo	ENST00000300870	2464
Treatment_1_demo	ENST00000300870	1487
Treatment_1_demo	ENST00000300870	1102
Treatment_1_demo	ENST00000300870	1034
Treatment_1_demo	ENST00000300870	855
Treatment_1_demo	ENST00000300870	456
Treatment_1_demo	ENST00000300870	241
Treatment_1_demo	ENST00000261833	1076
Treatment_1_demo	ENST00000261833	2306
Treatment_1_demo	ENST00000261833	1032
Treatment_1_demo	ENST00000261833	1027
Treatment_1_demo	ENST00000261833	1021
Treatment_1_demo	ENST00000261833	909
Treatment_1_demo	ENST00000261833	459
Treatment_1_demo	ENST00000261833	407
Treatment_1_demo	ENST00000392588	1435
Treatment_1_demo	ENST00000392588	1251
Treatment_1_demo	ENST00000392588	551
Treatment_1_demo	ENST00000392588	446
Treatment_1_demo	ENST00000381538	2619
Treatment_1_demo	ENST00000381538	430
Treatment_1_demo	ENST00000381538	1945
Treatment_1_demo	ENST00000381538	1669
Treatment_1_demo	ENST00000381538	740
Treatment_1_demo	ENST00000381538	971
Treatment_1_demo	ENST00000381538	1004
Treatment_1_demo	ENST00000381538	972
Treatment_1_demo	ENST00000381538	889
Treatment_1_demo	ENST00000381538	630
Treatment_1_demo	ENST00000381538	496
Treatment_1_demo	ENST00000381538	471
Treatment_1_demo	ENST00000381538	326
Treatment_1_demo	ENST00000448232	2796
Treatment_1_demo	ENST00000448232	1125
Treatment_1_demo	ENST00000448232	1110
Treatment_1_demo	ENST00000448232	935
Treatment_1_demo	ENST00000448232	710
Treatment_1_demo	ENST00000448232	732
Treatment_1_demo	ENST00000448232	592
Treatment_1_demo	ENST00000448232	186
Treatment_1_demo	ENST00000174653	2622
Treatment_1_demo	ENST00000174653	4654
Treatment_1_demo	ENST00000174653	719
Treatment_1_demo	ENST00000174653	1773
Treatment_1_demo	ENST00000174653	161
Treatment_1_demo	ENST00000174653	188
Treatment_1_demo	ENST00000174653	712
Treatment_1_demo	ENST00000174653	775
Treatment_1_demo	ENST00000174653	671
Treatment_1_demo	ENST00000174653	431
Treatment_1_demo	ENST00000174653	565
Treatment_1_demo	ENST00000174653	341
Treatment_1_demo	ENST00000174653	300
Treatment_1_demo	ENST00000394970	1725
Treatment_1_demo	ENST00000394970	141
Treatment_1_demo	ENST00000394970	639
Treatment_1_demo	ENST00000394970	493
Treatment_1_demo	ENST00000637886	3254
Treatment_1_demo	ENST00000637886	1086
Treatment_1_demo	ENST00000637886	414
Treatment_1_demo	ENST00000637886	645
Treatment_1_demo	ENST00000637886	531
Treatment_1_demo	ENST00000302475	2608
Treatment_1_demo	ENST00000302475	2680
Treatment_1_demo	ENST00000302475	2274
Treatment_1_demo	ENST00000302475	1793
Treatment_1_demo	ENST00000302475	1049
Treatment_1_demo	ENST00000302475	591
Treatment_1_demo	ENST00000302475	656
Treatment_1_demo	ENST00000302475	627
Treatment_1_demo	ENST00000314328	619
Treatment_1_demo	ENST00000314328	2328
Treatment_1_demo	ENST00000314328	326
Treatment_1_demo	ENST00000314328	364
Treatment_1_demo	ENST00000314328	763
Treatment_1_demo	ENST00000314328	630
Treatment_1_demo	ENST00000314328	444
Treatment_1_demo	ENST00000314328	442
Treatment_1_demo	ENST00000314328	322
Treatment_1_demo	ENST00000314328	717
Treatment_1_demo	ENST00000314328	591
Treatment_1_demo	ENST00000600228	2356
Treatment_1_demo	ENST00000600228	726
Treatment_1_demo	ENST00000258281	1950
Treatment_1_demo	ENST00000258281	900
Treatment_1_demo	ENST00000258281	707
Treatment_1_demo	ENST00000258281	333
Treatment_1_demo	ENST00000424629	1389
Treatment_1_demo	ENST00000424629	686
Treatment_1_demo	ENST00000424629	2079
Treatment_1_demo	ENST00000424629	735
Treatment_1_demo	ENST00000424629	2371
Treatment_1_demo	ENST00000424629	929
Treatment_1_demo	ENST00000424629	740
Treatment_1_demo	ENST00000424629	311
Treatment_1_demo	ENST00000424629	343
Treatment_1_demo	ENST00000424629	452
Treatment_1_demo	ENST00000424629	906
Treatment_1_demo	ENST00000424629	757
Treatment_1_demo	ENST00000424629	177
Treatment_1_demo	ENST00000402965	270
Treatment_1_demo	ENST00000402965	152
Treatment_1_demo	ENST00000402965	796
Treatment_1_demo	ENST00000402965	706
Treatment_1_demo	ENST00000402965	573
Treatment_1_demo	ENST00000402965	580
Treatment_1_demo	ENST00000402965	406
Treatment_1_demo	ENST00000402965	351
Treatment_1_demo	ENST00000509018	2543
Treatment_1_demo	ENST00000509018	2434
Treatment_1_demo	ENST00000509018	1842
Treatment_1_demo	ENST00000509018	1313
Treatment_1_demo	ENST00000509018	1224
Treatment_1_demo	ENST00000509018	1091
Treatment_1_demo	ENST00000509018	559
Treatment_1_demo	ENST00000509018	468
Treatment_1_demo	ENST00000509018	307
Treatment_1_demo	ENST00000271332	1908
Treatment_1_demo	ENST00000271332	203
Treatment_1_demo	ENST00000271332	934
Treatment_1_demo	ENST00000271332	709
Treatment_1_demo	ENST00000271332	496
Treatment_1_demo	ENST00000271332	344
Treatment_1_demo	ENST00000379802	1611
Treatment_1_demo	ENST00000379802	1498
Treatment_1_demo	ENST00000379802	1342
Treatment_1_demo	ENST00000379802	1061
Treatment_1_demo	ENST00000379802	882
Treatment_1_demo	ENST00000379802	751
Treatment_1_demo	ENST00000379802	743
Treatment_1_demo	ENST00000379802	398
Treatment_1_demo	ENST00000379802	525
Treatment_1_demo	ENST00000379802	321
Treatment_1_demo	ENST00000398506	594
Treatment_1_demo	ENST00000398506	555
Treatment_1_demo	ENST00000398506	482
Treatment_1_demo	ENST00000398506	326
Treatment_1_demo	ENST00000398506	475
Treatment_1_demo	ENST00000368990	3737
Treatment_1_demo	ENST00000368990	1624
Treatment_1_demo	ENST00000368990	828
Treatment_1_demo	ENST00000368990	639
Treatment_1_demo	ENST00000368990	816
Treatment_1_demo	ENST00000368990	544
Treatment_1_demo	ENST00000368990	328
Treatment_1_demo	ENST00000368990	452
Treatment_1_demo	ENST00000368990	692
Treatment_1_demo	ENST00000368990	1999
Treatment_1_demo	ENST00000395153	2130
Treatment_1_demo	ENST00000395153	1487
Treatment_1_demo	ENST00000395153	585
Treatment_1_demo	ENST00000320985	1059
Treatment_1_demo	ENST00000320985	161
Treatment_1_demo	ENST00000320985	1106
Treatment_1_demo	ENST00000320985	574
Treatment_1_demo	ENST00000320985	866
Treatment_1_demo	ENST00000320985	422
Treatment_1_demo	ENST00000407445	454
Treatment_1_demo	ENST00000407445	389
Treatment_1_demo	ENST00000407445	549
Treatment_1_demo	ENST00000407445	104
Treatment_1_demo	ENST00000407445	187
Treatment_1_demo	ENST00000407445	484
Treatment_1_demo	ENST00000407445	931
Treatment_1_demo	ENST00000407445	445
Treatment_1_demo	ENST00000407445	698
Treatment_1_demo	ENST00000407445	338
Treatment_1_demo	ENST00000407445	497
Treatment_1_demo	ENST00000407445	318
Treatment_1_demo	ENST00000407445	179
Treatment_1_demo	ENST00000407445	673
Treatment_1_demo	ENST00000407445	683
Treatment_1_demo	ENST00000407445	698
Treatment_1_demo	ENST00000407445	658
Treatment_1_demo	ENST00000407445	204
Treatment_1_demo	ENST00000407445	656
Treatment_1_demo	ENST00000407445	194
Treatment_1_demo	ENST00000407445	254
Treatment_1_demo	ENST00000407445	487
Treatment_1_demo	ENST00000407445	248
Treatment_1_demo	ENST00000407445	154
Treatment_1_demo	ENST00000407445	243
Treatment_1_demo	ENST00000614357	740
Treatment_1_demo	ENST00000614357	2339
Treatment_1_demo	ENST00000614357	555
Treatment_1_demo	ENST00000614357	481
Treatment_1_demo	ENST00000614357	637
Treatment_1_demo	ENST00000614357	539
Treatment_1_demo	ENST00000614357	401
Treatment_1_demo	ENST00000614357	366
Treatment_1_demo	ENST00000360971	2849
Treatment_1_demo	ENST00000360971	737
Treatment_1_demo	ENST00000360971	729
Treatment_1_demo	ENST00000360971	364
Treatment_1_demo	ENST00000360971	186
Treatment_1_demo	ENST00000360971	540
Treatment_1_demo	ENST00000360971	1721
Treatment_1_demo	ENST00000360971	592
Treatment_1_demo	ENST00000494857	791
Treatment_1_demo	ENST00000494857	249
Treatment_1_demo	ENST00000494857	513
Treatment_1_demo	ENST00000494857	1413
Treatment_1_demo	ENST00000494857	1272
Treatment_1_demo	ENST00000494857	394
Treatment_1_demo	ENST00000494857	773
Treatment_1_demo	ENST00000621744	4406
Treatment_1_demo	ENST00000621744	1252
Treatment_1_demo	ENST00000621744	1086
Treatment_1_demo	ENST00000621744	1075
Treatment_1_demo	ENST00000621744	1054
Treatment_1_demo	ENST00000413371	1292
Treatment_1_demo	ENST00000413371	3432
Treatment_1_demo	ENST00000413371	3407
Treatment_1_demo	ENST00000413371	2821
Treatment_1_demo	ENST00000413371	2401
Treatment_1_demo	ENST00000413371	2401
Treatment_1_demo	ENST00000413371	1742
Treatment_1_demo	ENST00000413371	1463
Treatment_1_demo	ENST00000413371	1301
Treatment_1_demo	ENST00000413371	951
Treatment_1_demo	ENST00000413371	462
Treatment_1_demo	ENST00000413371	308
Treatment_1_demo	ENST00000413371	298
Treatment_1_demo	ENST00000308497	646
Treatment_1_demo	ENST00000308497	2568
Treatment_1_demo	ENST00000308497	954
Treatment_1_demo	ENST00000308497	264
Treatment_1_demo	ENST00000308497	2295
Treatment_1_demo	ENST00000308497	674
Treatment_1_demo	ENST00000308497	2007
Treatment_1_demo	ENST00000308497	743
Treatment_1_demo	ENST00000308497	722
Treatment_1_demo	ENST00000314250	3612
Treatment_1_demo	ENST00000314250	4116
Treatment_1_demo	ENST00000314250	3094
Treatment_1_demo	ENST00000314250	2709
Treatment_1_demo	ENST00000314250	497
Treatment_1_demo	ENST00000314250	528
Treatment_1_demo	ENST00000597937	3442
Treatment_1_demo	ENST00000597937	580
Treatment_1_demo	ENST00000597937	624
Treatment_1_demo	ENST00000405442	1790
Treatment_1_demo	ENST00000405442	1926
Treatment_1_demo	ENST00000405442	1700
Treatment_1_demo	ENST00000405442	186
Treatment_1_demo	ENST00000405442	1359
Treatment_1_demo	ENST00000405442	1319
Treatment_1_demo	ENST00000405442	194
Treatment_1_demo	ENST00000405442	1083
Treatment_1_demo	ENST00000405442	1623
Treatment_1_demo	ENST00000405442	770
Treatment_1_demo	ENST00000405442	936
Treatment_1_demo	ENST00000405442	267
Treatment_1_demo	ENST00000405442	945
Treatment_1_demo	ENST00000405442	235
Treatment_1_demo	ENST00000405442	956
Treatment_1_demo	ENST00000405442	706
Treatment_1_demo	ENST00000405442	277
Treatment_1_demo	ENST00000405442	464
Treatment_1_demo	ENST00000405442	211
Treatment_2_demo	ENST00000338700	817
Treatment_2_demo	ENST00000521452	1239
Treatment_2_demo	ENST00000521452	606
Treatment_2_demo	ENST00000521452	350
Treatment_2_demo	ENST00000521452	381
Treatment_2_demo	ENST00000521452	261
Treatment_2_demo	ENST00000338458	3627
Treatment_2_demo	ENST00000338458	3652
Treatment_2_demo	ENST00000338458	3529
Treatment_2_demo	ENST00000338458	2458
Treatment_2_demo	ENST00000338458	791
Treatment_2_demo	ENST00000338458	547
Treatment_2_demo	ENST00000338458	487
Treatment_2_demo	ENST00000311085	3543
Treatment_2_demo	ENST00000311085	2824
Treatment_2_demo	ENST00000311085	361
Treatment_2_demo	ENST00000311085	321
Treatment_2_demo	ENST00000311085	1022
Treatment_2_demo	ENST00000311085	997
Treatment_2_demo	ENST00000311085	856
Treatment_2_demo	ENST00000311085	809
Treatment_2_demo	ENST00000311085	545
Treatment_2_demo	ENST00000311085	274
Treatment_2_demo	ENST00000537372	3487
Treatment_2_demo	ENST00000537372	3438
Treatment_2_demo	ENST00000537372	1239
Treatment_2_demo	ENST00000537372	751
Treatment_2_demo	ENST00000537372	599
Treatment_2_demo	ENST00000537372	420
Treatment_2_demo	ENST00000561157	637
Treatment_2_demo	ENST00000561157	298
Treatment_2_demo	ENST00000561157	477
Treatment_2_demo	ENST00000561157	395
Treatment_2_demo	ENST00000561157	1905
Treatment_2_demo	ENST00000561157	200
Treatment_2_demo	ENST00000561157	179
Treatment_2_demo	ENST00000401395	2127
Treatment_2_demo	ENST00000401395	1872
Treatment_2_demo	ENST00000401395	1406
Treatment_2_demo	ENST00000401395	562
Treatment_2_demo	ENST00000401395	467
Treatment_2_demo	ENST00000393389	1726
Treatment_2_demo	ENST00000393389	1118
Treatment_2_demo	ENST00000393389	650
Treatment_2_demo	ENST00000393389	1884
Treatment_2_demo	ENST00000393389	268
Treatment_2_demo	ENST00000393389	895
Treatment_2_demo	ENST00000393389	274
Treatment_2_demo	ENST00000610347	3736
Treatment_2_demo	ENST00000610347	3067
Treatment_2_demo	ENST00000610347	2017
Treatment_2_demo	ENST00000610347	822
Treatment_2_demo	ENST00000610347	384
Treatment_2_demo	ENST00000610347	316
Treatment_2_demo	ENST00000222345	387
Treatment_2_demo	ENST00000222345	2215
Treatment_2_demo	ENST00000222345	2210
Treatment_2_demo	ENST00000222345	1619
Treatment_2_demo	ENST00000222345	604
Treatment_2_demo	ENST00000222345	686
Treatment_2_demo	ENST00000222345	702
Treatment_2_demo	ENST00000222345	712
Treatment_2_demo	ENST00000222345	477
Treatment_2_demo	ENST00000222345	421
Treatment_2_demo	ENST00000222345	430
Treatment_2_demo	ENST00000222345	406
Treatment_2_demo	ENST00000222345	415
Treatment_2_demo	ENST00000222345	163
Treatment_2_demo	ENST00000257468	1447
Treatment_2_demo	ENST00000257468	785
Treatment_2_demo	ENST00000257468	678
Treatment_2_demo	ENST00000257468	636
Treatment_2_demo	ENST00000257468	611
Treatment_2_demo	ENST00000257468	518
Treatment_2_demo	ENST00000257468	472
Treatment_2_demo	ENST00000257468	432
Treatment_2_demo	ENST00000257468	441
Treatment_2_demo	ENST00000257468	244
Treatment_2_demo	ENST00000370996	3504
Treatment_2_demo	ENST00000370996	3432
Treatment_2_demo	ENST00000370996	1338
Treatment_2_demo	ENST00000370996	924
Treatment_2_demo	ENST00000370996	723
Treatment_2_demo	ENST00000370996	736
Treatment_2_demo	ENST00000370996	308
Treatment_2_demo	ENST00000370996	282
Treatment_2_demo	ENST00000349880	837
Treatment_2_demo	ENST00000610980	2208
Treatment_2_demo	ENST00000610980	2669
Treatment_2_demo	ENST00000610980	1183
Treatment_2_demo	ENST00000610980	753
Treatment_2_demo	ENST00000610980	335
Treatment_2_demo	ENST00000610980	265
Treatment_2_demo	ENST00000306376	697
Treatment_2_demo	ENST00000306376	797
Treatment_2_demo	ENST00000360375	3595
Treatment_2_demo	ENST00000360375	3171
Treatment_2_demo	ENST00000360375	932
